Names,Oat,Broken,Rye,Wheat,BarleyGreen,Cleaved,Skinned,folder,ccolor
5c2f20dc4162bb128cf8f479,,False,False,,,True,False,79,Blue
5c2f20dc4162bb128cf8f47a,,False,False,,,True,False,7a,Green
5c2f20dc4162bb128cf8f47b,,False,False,,,True,,7b,Green
5c2f20dc4162bb128cf8f47c,,False,False,,,True,False,7c,Green
5c2f20dc4162bb128cf8f47d,,False,False,,,True,False,7d,Green
5c2f20dc4162bb128cf8f47e,,False,False,,,True,False,7e,Green
5c2f20dc4162bb128cf8f47f,,False,False,,,True,False,7f,Green
5c2f20dc4162bb128cf8f480,,False,False,,,True,False,80,Green
5c2f20dc4162bb128cf8f481,,False,False,,,True,False,81,Green
5c2f20dc4162bb128cf8f482,,False,False,,,True,False,82,Green
5c2f20dc4162bb128cf8f483,,False,False,,,True,False,83,Green
5c2f20dc4162bb128cf8f484,,False,False,,,True,False,84,Green
5c2f20dc4162bb128cf8f485,,False,False,,,True,False,85,Green
5c2f20dc4162bb128cf8f486,,False,False,,,True,False,86,Green
5c2f20dc4162bb128cf8f487,,False,False,,,True,,87,Green
5c2f20dc4162bb128cf8f488,,False,False,,,True,,88,Green
5c2f20dc4162bb128cf8f489,,False,False,,,True,False,89,Green
5c2f20dc4162bb128cf8f48a,,False,False,,,True,False,8a,Green
5c2f20dc4162bb128cf8f48b,,False,False,,,True,False,8b,Green
5c2f20dc4162bb128cf8f48c,,False,False,,,True,False,8c,Green
5c2f20dc4162bb128cf8f48d,,False,False,,,True,False,8d,Green
5c2f20dc4162bb128cf8f48e,,False,False,,,True,False,8e,Green
5c2f20dc4162bb128cf8f48f,,False,False,,,True,False,8f,Green
5c2f20dc4162bb128cf8f490,,False,False,,,True,False,90,Green
5c2f20dc4162bb128cf8f491,,False,False,,,True,False,91,Green
5c2f20dc4162bb128cf8f492,,False,False,,,True,False,92,Blue
5c2f20dc4162bb128cf8f493,,False,False,,,True,False,93,Blue
5c2f20dc4162bb128cf8f494,,False,False,,,True,False,94,Green
5c2f20dc4162bb128cf8f495,,False,False,,,True,False,95,Green
5c2f20dc4162bb128cf8f496,,False,False,,,True,False,96,Red
5c2f20dc4162bb128cf8f497,,False,False,,,True,False,97,Green
5c2f20dc4162bb128cf8f498,,False,False,,,True,False,98,Green
5c2f20dc4162bb128cf8f499,,False,False,,,True,,99,Green
5c2f20dc4162bb128cf8f49a,,False,False,,,True,False,9a,Green
5c2f20dc4162bb128cf8f49b,,False,False,,,True,False,9b,Green
5c2f20dc4162bb128cf8f49c,,False,False,,,True,False,9c,Green
5c2f20dc4162bb128cf8f49d,,False,False,,,True,False,9d,Green
5c2f20dc4162bb128cf8f49e,,False,False,,,True,False,9e,Green
5c2f20dc4162bb128cf8f49f,,False,False,,,True,False,9f,Blue
5c2f20dc4162bb128cf8f4a0,,False,False,,,True,False,a0,Red
5c2f20dc4162bb128cf8f4a1,,False,False,,,True,False,a1,Green
5c2f20dc4162bb128cf8f4a2,,False,False,,,True,False,a2,Green
5c2f20dc4162bb128cf8f4a3,,False,False,,,True,False,a3,Green
5c2f20dc4162bb128cf8f4a4,,False,False,,,True,False,a4,Green
5c2f20dc4162bb128cf8f4a5,,False,False,,,True,False,a5,Green
5c2f20dc4162bb128cf99721,,True,False,False,,False,,21,Green
5c2f20dc4162bb128cf99722,,True,False,False,,False,,22,Green
5c2f20dc4162bb128cf99723,,True,False,False,,False,,23,Green
5c2f20dc4162bb128cf99724,,True,False,False,,False,,24,Green
5c2f20dc4162bb128cf99725,,True,False,False,,False,,25,Green
5c2f20dc4162bb128cf99726,,True,False,False,,False,,26,Blue
5c2f20dc4162bb128cf99727,,True,False,False,,False,,27,Green
5c2f20dc4162bb128cf99728,,True,False,False,,False,,28,Green
5c2f20dc4162bb128cf99729,,True,False,False,,False,,29,Green
5c2f20dc4162bb128cf9972a,,True,False,False,,False,,2a,Blue
5c2f20dc4162bb128cf9972b,,True,False,False,,False,,2b,Green
5c2f20dc4162bb128cf9972c,,True,False,False,,False,,2c,Blue
5c2f20dc4162bb128cf9972d,,True,False,False,,False,,2d,Green
5c2f20dc4162bb128cf9972e,,True,False,False,,False,,2e,Green
5c2f20dc4162bb128cf9972f,,True,False,False,,False,,2f,Green
5c2f20dc4162bb128cf99730,,True,False,False,,False,,30,Green
5c2f20dc4162bb128cf99731,,True,False,False,,False,,31,Green
5c2f20dc4162bb128cf99732,,True,False,False,,False,,32,Red
5c2f20dc4162bb128cf99733,,True,False,False,,False,,33,Green
5c2f20dc4162bb128cf99734,,True,False,False,,False,,34,Green
5c2f20dc4162bb128cf99735,,True,False,False,,False,,35,Green
5c2f20dc4162bb128cf99736,,True,False,False,,False,,36,Green
5c2f20dc4162bb128cf99737,,True,False,False,,False,,37,Blue
5c2f20dc4162bb128cf99738,,True,False,False,,False,,38,Blue
5c2f20dc4162bb128cf99739,,True,False,False,,False,,39,Green
5c2f20dc4162bb128cf9973a,,True,False,False,,False,,3a,Blue
5c2f20dc4162bb128cf9973b,,True,False,False,,False,,3b,Green
5c2f20dc4162bb128cf9973c,,True,False,False,,False,,3c,Blue
5c2f20dc4162bb128cf9973d,,True,False,False,,False,,3d,Green
5c2f20dc4162bb128cf9973e,,True,False,False,,False,,3e,Green
5c2f20dc4162bb128cf9973f,,True,False,False,,False,,3f,Green
5c2f20dc4162bb128cf99740,,True,False,False,,False,,40,Red
5c2f20dc4162bb128cf99741,,True,False,False,,False,,41,Green
5c2f20dc4162bb128cf99742,,True,False,False,,False,,42,Green
5c2f20dc4162bb128cf99743,,True,False,False,,False,,43,Blue
5c2f20dc4162bb128cf99744,,True,False,False,,False,,44,Green
5c2f20dc4162bb128cf99745,,True,False,False,,False,,45,Green
5c2f20dc4162bb128cf99746,,True,False,False,,False,,46,Green
5c2f20dc4162bb128cf99747,,True,False,False,,False,,47,Green
5c2f20dc4162bb128cf99748,,True,False,False,,False,,48,Green
5c2f20dc4162bb128cf99749,,True,False,False,,False,,49,Green
5c2f20dc4162bb128cf9974a,,True,False,False,,False,,4a,Blue
5c2f20dc4162bb128cf9974b,,True,False,False,,False,,4b,Green
5c2f20dc4162bb128cf9974c,,True,False,False,,False,,4c,Blue
5c2f20dc4162bb128cf9974d,,True,False,False,,False,,4d,Green
5c2f20dc4162bb128cf9974e,,True,False,False,,False,,4e,Blue
5c2f20dc4162bb128cf9974f,,True,False,False,,False,,4f,Green
5c2f20dc4162bb128cf99750,,True,False,False,,False,,50,Green
5c2f20dc4162bb128cf99751,,True,False,False,,False,,51,Green
5c2f20dc4162bb128cf99752,,True,False,False,,False,,52,Green
5c2f20dc4162bb128cf99753,,True,False,False,,False,,53,Green
5c2f20dc4162bb128cf99754,,True,False,False,,False,,54,Red
5c2f20dc4162bb128cf99755,,True,False,False,,False,,55,Green
5c2f20dc4162bb128cf99756,,True,False,False,,False,,56,Green
5c2f20dc4162bb128cf99757,,True,False,False,,False,,57,Red
5c2f20dc4162bb128cf99758,,True,False,False,,False,,58,Green
5c2f20dc4162bb128cf99759,,True,False,False,,False,,59,Green
5c2f20dc4162bb128cf9975a,,True,False,False,,False,,5a,Green
5c2f20dc4162bb128cf9975b,,True,False,False,,False,,5b,Green
5c2f20dc4162bb128cf9975c,,True,False,False,,False,,5c,Red
5c2f20dc4162bb128cf9975d,,True,False,False,,False,,5d,Green
5c2f20dc4162bb128cf9975e,,True,False,False,,False,,5e,Green
5c2f20dc4162bb128cf9975f,,True,False,False,,False,,5f,Green
5c2f20dc4162bb128cf99760,,True,False,False,,False,,60,Green
5c2f20dc4162bb128cf99761,,True,False,False,,False,,61,Green
5c2f20dc4162bb128cf99762,,True,False,False,,False,,62,Green
5c2f20dc4162bb128cf99763,,True,False,False,,False,,63,Green
5c2f20dc4162bb128cf99764,,True,False,False,,False,,64,Green
5c2f20dc4162bb128cf99765,,True,False,False,,False,,65,Green
5c2f20dc4162bb128cf99766,,True,False,False,,False,,66,Green
5c2f20dc4162bb128cf99767,,True,False,False,,False,,67,Green
5c2f20dc4162bb128cf99768,,True,False,False,,False,,68,Green
5c2f20dc4162bb128cf99769,,True,False,False,,False,,69,Green
5c2f20dc4162bb128cf9976a,,True,False,False,,False,,6a,Green
5c2f20dc4162bb128cf9976b,,True,False,False,,False,,6b,Green
5c2f20dc4162bb128cf9976c,,True,False,False,,False,,6c,Green
5c2f20dc4162bb128cf9976d,,True,False,False,,False,,6d,Green
5c2f20dc4162bb128cf9976e,,True,False,False,,False,,6e,Green
5c2f20dc4162bb128cf9976f,,True,False,False,,False,,6f,Green
5c2f20dc4162bb128cf99770,,True,False,False,,False,,70,Blue
5c2f20dc4162bb128cf99771,,True,False,False,,False,,71,Green
5c2f20dc4162bb128cf99772,,True,False,False,,False,,72,Green
5c2f20dc4162bb128cf99773,,True,False,False,,False,,73,Green
5c2f20dc4162bb128cf99774,,True,False,False,,False,,74,Green
5c2f20dc4162bb128cf99775,,True,False,False,,False,,75,Green
5c2f20dc4162bb128cf99776,,True,False,False,,False,,76,Blue
5c2f20dc4162bb128cf99777,,True,False,False,,False,,77,Green
5c2f20dc4162bb128cf99778,,True,False,False,,False,,78,Green
5c2f20dc4162bb128cf99779,,True,False,False,,False,,79,Green
5c2f20dc4162bb128cf9977a,,True,False,False,,False,,7a,Green
5c2f20dc4162bb128cf9977b,,True,False,False,,False,,7b,Blue
5c2f20dc4162bb128cf9977c,,True,False,False,,False,,7c,Green
5c2f20dc4162bb128cf9977d,,True,False,False,,False,,7d,Green
5c2f20dc4162bb128cf9977e,,True,False,False,,False,,7e,Green
5c2f20dc4162bb128cf9977f,,True,False,False,,False,,7f,Green
5c2f20dc4162bb128cf99780,,True,False,False,,False,,80,Green
5c2f20dc4162bb128cf99781,,True,False,False,,False,,81,Green
5c2f20dc4162bb128cf99782,,True,False,False,,False,,82,Green
5c2f20dc4162bb128cf99783,,True,False,False,,False,,83,Green
5c2f20dc4162bb128cf99784,,True,False,False,,False,,84,Blue
5c2f20dc4162bb128cf99785,,True,False,False,,False,,85,Green
5c2f20dc4162bb128cf99786,,True,False,False,,False,,86,Green
5c2f20dc4162bb128cf99787,,True,False,False,,False,,87,Green
5c2f20dc4162bb128cf99788,,True,False,False,,False,,88,Green
5c2f20dc4162bb128cf99789,,True,False,False,,False,,89,Green
5c2f20dc4162bb128cf9978a,,True,False,False,,False,,8a,Green
5c2f20dc4162bb128cf9978b,,True,False,False,,False,,8b,Green
5c2f20dc4162bb128cf9978c,,True,False,False,,False,,8c,Green
5c2f20dc4162bb128cf9978d,,True,False,False,,False,,8d,Green
5c2f20dc4162bb128cf9978e,,True,False,False,,False,,8e,Green
5c2f20dc4162bb128cf9978f,,True,False,False,,False,,8f,Green
5c2f20dc4162bb128cf99790,,True,False,False,,False,,90,Green
5c2f20dc4162bb128cf99791,,True,False,False,,False,,91,Green
5c2f20dc4162bb128cf99792,,True,False,False,,False,,92,Blue
5c2f20dc4162bb128cf99793,,True,False,False,,False,,93,Green
5c2f20dc4162bb128cf99794,,True,False,False,,False,,94,Green
5c2f20dc4162bb128cf99795,,True,False,False,,False,,95,Blue
5c2f20dc4162bb128cf99796,,True,False,False,,False,,96,Green
5c2f20dc4162bb128cf99797,,True,False,False,,False,,97,Green
5c2f20dc4162bb128cf99798,,True,False,False,,False,,98,Blue
5c2f20dc4162bb128cf99799,,True,False,False,,False,,99,Green
5c2f20dc4162bb128cf9979a,,True,False,False,,False,,9a,Green
5c2f20dc4162bb128cf9979b,,True,False,False,,False,,9b,Green
5c2f20dc4162bb128cf9979c,,True,False,False,,False,,9c,Green
5c2f20dc4162bb128cf9979d,,True,False,False,,False,,9d,Green
5c2f20dc4162bb128cf9979e,,True,False,False,,False,,9e,Green
5c2f20dc4162bb128cf9979f,,True,False,False,,False,,9f,Green
5c2f20dc4162bb128cf997a0,,True,False,False,,False,,a0,Green
5c2f20dc4162bb128cf997a1,,True,False,False,,False,,a1,Green
5c2f20dc4162bb128cf997a2,,True,False,False,,False,,a2,Green
5c2f20dc4162bb128cf997a3,,True,False,False,,False,,a3,Green
5c2f20dc4162bb128cf997a4,,True,False,False,,False,,a4,Green
5c2f20dc4162bb128cf997a5,,True,False,False,,False,,a5,Green
5c2f20dc4162bb128cf997a6,,True,False,False,,False,,a6,Green
5c2f20dc4162bb128cf997a7,,True,False,False,,False,,a7,Green
5c2f20dc4162bb128cf997a8,,True,False,False,,False,,a8,Green
5c2f20dc4162bb128cf997a9,,True,False,False,,False,,a9,Blue
5c2f20dc4162bb128cf997aa,,True,False,False,,False,,aa,Green
5c2f20dc4162bb128cf997ab,,True,False,False,,False,,ab,Green
5c2f20dc4162bb128cf997ac,,True,False,False,,False,,ac,Green
5c2f20dc4162bb128cf997ad,,True,False,False,,False,,ad,Green
5c2f20dc4162bb128cf997ae,,True,False,False,,False,,ae,Green
5c2f20dc4162bb128cf997af,,True,False,False,,False,,af,Green
5c2f20dc4162bb128cf997b0,,True,False,False,,False,,b0,Green
5c2f20dc4162bb128cf997b1,,True,False,False,,False,,b1,Green
5c2f20dc4162bb128cf997b2,,True,False,False,,False,,b2,Green
5c2f20dc4162bb128cf997b3,,True,False,False,,False,,b3,Green
5c2f20dc4162bb128cf997b4,,True,False,False,,False,,b4,Green
5c2f20dc4162bb128cf997b5,,True,False,False,,False,,b5,Green
5c2f20dc4162bb128cf997b6,,True,False,False,,False,,b6,Green
5c2f20dc4162bb128cf997b7,,True,False,False,,False,,b7,Red
5c2f20dc4162bb128cf997b8,,True,False,False,,False,,b8,Green
5c2f20dc4162bb128cf997b9,,True,False,False,,False,,b9,Green
5c2f20dc4162bb128cf997ba,,True,False,False,,False,,ba,Green
5c2f20dc4162bb128cf997bb,,True,False,False,,False,,bb,Green
5c2f20dc4162bb128cf997bc,,True,False,False,,False,,bc,Green
5c2f20dc4162bb128cf997bd,,True,False,False,,False,,bd,Green
5c2f20dc4162bb128cf997be,,True,False,False,,False,,be,Green
5c2f20dc4162bb128cf997bf,,True,False,False,,False,,bf,Blue
5c2f20dc4162bb128cf997c0,,True,False,False,,False,,c0,Green
5c2f20dc4162bb128cf997c1,,True,False,False,,False,,c1,Red
5c2f20dc4162bb128cf997c2,,True,False,False,,False,,c2,Blue
5c2f20dc4162bb128cf997c3,,True,False,False,,False,,c3,Green
5c2f20dc4162bb128cf997c4,,True,False,False,,False,,c4,Green
5c2f20dc4162bb128cf997c5,,True,False,False,,False,,c5,Red
5c2f20dc4162bb128cf997c6,,True,False,False,,False,,c6,Green
5c2f20dc4162bb128cf997c7,,True,False,False,,False,,c7,Green
5c2f20dc4162bb128cf997c8,,True,False,False,,False,,c8,Green
5c2f20dc4162bb128cf997c9,,True,False,False,,False,,c9,Green
5c2f20dc4162bb128cf997ca,,True,False,False,,False,,ca,Green
5c2f20dc4162bb128cf997cb,,True,False,False,,False,,cb,Green
5c2f20dc4162bb128cf997cc,,True,False,False,,False,,cc,Green
5c2f20dc4162bb128cf997cd,,True,False,False,,False,,cd,Green
5c2f20dc4162bb128cf997ce,,True,False,False,,False,,ce,Green
5c2f20dc4162bb128cf997cf,,True,False,False,,False,,cf,Green
5c2f20dc4162bb128cf997d0,,True,False,False,,False,,d0,Green
5c2f20dc4162bb128cf997d1,,True,False,False,,False,,d1,Green
5c2f20dc4162bb128cf997d2,,True,False,False,,False,,d2,Green
5c2f20dc4162bb128cf997d3,,True,False,False,,False,,d3,Green
5c2f20dc4162bb128cf997d4,,True,False,False,,False,,d4,Green
5c2f20dc4162bb128cf997d5,,True,False,False,,False,,d5,Green
5c2f20dc4162bb128cf997d6,,True,False,False,,False,,d6,Red
5c2f20dc4162bb128cf997d7,,True,False,False,,False,,d7,Green
5c2f20dc4162bb128cf997d8,,True,False,False,,False,,d8,Green
5c2f20dc4162bb128cf997d9,,True,False,False,,False,,d9,Red
5c2f20dc4162bb128cf997da,,True,False,False,,False,,da,Green
5c2f20dc4162bb128cf997db,,True,False,False,,False,,db,Green
5c2f20dc4162bb128cf997dc,,True,False,False,,False,,dc,Green
5c2f20dc4162bb128cf997dd,,True,False,False,,False,,dd,Green
5c2f20dc4162bb128cf997de,,True,False,False,,False,,de,Blue
5c2f20dc4162bb128cf997df,,True,False,False,,False,,df,Green
5c2f20dc4162bb128cf997e0,,True,False,False,,False,,e0,Blue
5c2f20dc4162bb128cf997e1,,True,False,False,,False,,e1,Green
5c2f20dc4162bb128cf997e2,,True,False,False,,False,,e2,Green
5c2f20dc4162bb128cf997e3,,True,False,False,,False,,e3,Green
5c2f20dc4162bb128cf997e4,,True,False,False,,False,,e4,Green
5c2f20dc4162bb128cf997e5,,True,False,False,,False,,e5,Green
5c2f20dc4162bb128cf997e6,,True,False,False,,False,,e6,Green
5c2f20dc4162bb128cf997e7,,True,False,False,,False,,e7,Green
5c2f20dc4162bb128cf997e8,,True,False,False,,False,,e8,Green
5c2f20dc4162bb128cf997e9,,True,False,False,,False,,e9,Green
5c2f20dc4162bb128cf997ea,,True,False,False,,False,,ea,Blue
5c2f20dc4162bb128cf997eb,,True,False,False,,False,,eb,Blue
5c2f20dc4162bb128cf997ec,,True,False,False,,False,,ec,Blue
5c2f20dc4162bb128cf997ed,,True,False,False,,False,,ed,Blue
5c2f20dc4162bb128cf997ee,,True,False,False,,False,,ee,Blue
5c2f20dc4162bb128cf997ef,,True,False,False,,False,,ef,Green
5c2f20dc4162bb128cf997f0,,True,False,False,,False,,f0,Blue
5c2f20dc4162bb128cf997f1,,True,False,False,,False,,f1,Blue
5c2f20dc4162bb128cf997f2,,True,False,False,,False,,f2,Blue
5c2f20dc4162bb128cf997f3,,True,False,False,,False,,f3,Blue
5c2f20dc4162bb128cf997f4,,True,False,False,,False,,f4,Green
5c2f20dc4162bb128cf997f5,,True,False,False,,False,,f5,Green
5c2f20dc4162bb128cf997f6,,True,False,False,,False,,f6,Green
5c2f20dc4162bb128cf997f7,,True,False,False,,False,,f7,Green
5c2f20dc4162bb128cf997f8,,True,False,False,,False,,f8,Green
5c2f20dc4162bb128cf997f9,,True,False,False,,False,,f9,Green
5c2f20dc4162bb128cf997fa,,True,False,False,,False,,fa,Green
5c2f20dc4162bb128cf997fb,,True,False,False,,False,,fb,Green
5c2f20dc4162bb128cf997fc,,True,False,False,,False,,fc,Green
5c2f20dc4162bb128cf997fd,,True,False,False,,False,,fd,Green
5c2f20dc4162bb128cf997fe,,True,False,False,,False,,fe,Green
5c2f20dc4162bb128cf997ff,,True,False,False,,False,,ff,Green
5c2f20dc4162bb128cf99800,,True,False,False,,False,,00,Green
5c2f20dc4162bb128cf99801,,True,False,False,,False,,01,Green
5c2f20dc4162bb128cf99802,,True,False,False,,False,,02,Green
5c2f20dc4162bb128cf99803,,True,False,False,,False,,03,Green
5c2f20dc4162bb128cf99804,,True,False,False,,False,,04,Green
5c2f20dc4162bb128cf99805,,True,False,False,,False,,05,Green
5c2f20dc4162bb128cf99806,,True,False,False,,False,,06,Green
5c2f20dc4162bb128cf99807,,True,False,False,,False,,07,Green
5c2f20dc4162bb128cf99808,,True,False,False,,False,,08,Green
5c2f20dc4162bb128cf99809,,True,False,False,,False,,09,Green
5c2f20dc4162bb128cf9980a,,True,False,False,,False,,0a,Blue
5c2f20dc4162bb128cf9980b,,True,False,False,,False,,0b,Green
5c2f20dc4162bb128cf9980c,,True,False,False,,False,,0c,Blue
5c2f20dc4162bb128cf9980d,,True,False,False,,False,,0d,Green
5c2f20dc4162bb128cf9980e,,True,False,False,,False,,0e,Green
5c2f20dc4162bb128cf9980f,,True,False,False,,False,,0f,Green
5c2f20dc4162bb128cf99810,,True,False,False,,False,,10,Green
5c2f20dc4162bb128cf99811,,True,False,False,,False,,11,Green
5c2f20dc4162bb128cf99812,,True,False,False,,False,,12,Green
5c2f20dc4162bb128cf99813,,True,False,False,,False,,13,Green
5c2f20dc4162bb128cf99814,,True,False,False,,False,,14,Green
5c2f20dc4162bb128cf99815,,True,False,False,,False,,15,Green
5c2f20dc4162bb128cf99816,,True,False,False,,False,,16,Green
5c2f20dc4162bb128cf99817,,True,False,False,,False,,17,Green
5c2f20dc4162bb128cf99818,,True,False,False,,False,,18,Green
5c2f20dc4162bb128cf99819,,True,False,False,,False,,19,Green
5c2f20dc4162bb128cf9981a,,True,False,False,,False,,1a,Green
5c2f20dc4162bb128cf9981b,,True,False,False,,False,,1b,Green
5c2f20dc4162bb128cf9981c,,True,False,False,,False,,1c,Red
5c2f20dc4162bb128cf9981d,,True,False,False,,False,,1d,Blue
5c2f20dc4162bb128cf9981e,,True,False,False,,False,,1e,Blue
5c2f20dc4162bb128cf9981f,,True,False,False,,False,,1f,Green
5c2f20dc4162bb128cf99820,,True,False,False,,False,,20,Blue
5c2f20dc4162bb128cf99821,,True,False,False,,False,,21,Green
5c2f20dc4162bb128cf99822,,True,False,False,,False,,22,Green
5c2f20dc4162bb128cf99823,,True,False,False,,False,,23,Green
5c2f20dc4162bb128cf99824,,True,False,False,,False,,24,Green
5c2f20dc4162bb128cf99825,,True,False,False,,False,,25,Green
5c2f20dc4162bb128cf99826,,True,False,False,,False,,26,Green
5c2f20dc4162bb128cf99827,,True,False,False,,False,,27,Green
5c2f20dc4162bb128cf99828,,True,False,False,,False,,28,Green
5c2f20dc4162bb128cf99829,,True,False,False,,False,,29,Green
5c2f20dc4162bb128cf9982a,,True,False,False,,False,,2a,Green
5c2f20dc4162bb128cf9982b,,True,False,False,,False,,2b,Green
5c2f20dc4162bb128cf9982c,,True,False,False,,False,,2c,Green
5c2f20dc4162bb128cf9982d,,True,False,False,,False,,2d,Green
5c2f20dc4162bb128cf9982e,,True,False,False,,False,,2e,Green
5c2f20dc4162bb128cf9982f,,True,False,False,,False,,2f,Green
5c2f20dc4162bb128cf99830,,True,False,False,,False,,30,Green
5c2f20dc4162bb128cf99831,,True,False,False,,False,,31,Blue
5c2f20dc4162bb128cf99832,,True,False,False,,False,,32,Green
5c2f20dc4162bb128cf99833,,True,False,False,,False,,33,Green
5c2f20dc4162bb128cf99834,,True,False,False,,False,,34,Green
5c2f20dc4162bb128cf99835,,True,False,False,,False,,35,Green
5c2f20dc4162bb128cf99836,,True,False,False,,False,,36,Blue
5c2f20dc4162bb128cf99837,,True,False,False,,False,,37,Green
5c2f20dc4162bb128cf99838,,True,False,False,,False,,38,Green
5c2f20dc4162bb128cf99839,,True,False,False,,False,,39,Green
5c2f20dc4162bb128cf9983a,,True,False,False,,False,,3a,Green
